# BIDS-Eye synonym collision report
# Generated by RAG/audit_collisions.py

## task  (1184 concepts)
# CRITICAL=239  HIGH=1075  MEDIUM=8539  EMBED=0

CRITICAL resting_state_technical.synonyms["resting-state baseline"] (w=0.1, score=100) → calibration_baseline.synonym["resting-state baseline"]
MEDIUM   audiovisual_scenes_short_duration.synonyms["short audio-visual clips"] (w=0.1, score=90) → object_memory_task.synonym["ort"]
MEDIUM   video_clips_viewing.synonyms["naturalistic movie viewing"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   video_clips_viewing.synonyms["naturalistic movie viewing"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   video_clips_viewing.synonyms["naturalistic video viewing"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   video_clips_viewing.synonyms["film clip perception"] (w=0.1, score=90) → perception_general.synonym["percept"]
MEDIUM   video_clips_viewing.synonyms["short video task"] (w=0.1, score=90) → object_memory_task.synonym["ort"]
MEDIUM   video_clips_viewing.synonyms["video watching paradigm"] (w=0.1, score=90) → movie_viewing.synonym["video watching"]
MEDIUM   drama_narrative_viewing.synonyms["naturalistic drama viewing"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   drama_narrative_viewing.synonyms["dramatic movie watching"] (w=0.1, score=90) → movie_viewing.synonym["movie watching"]
MEDIUM   drama_narrative_viewing.synonyms["dramatic movie watching task"] (w=0.1, score=90) → movie_viewing.synonym["movie watching"]
MEDIUM   drama_narrative_viewing.synonyms["emotional drama viewing"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   drama_narrative_viewing.synonyms["emotional film viewing"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   drama_narrative_viewing.synonyms["emotional movie watching"] (w=0.1, score=90) → movie_viewing.synonym["movie watching"]
MEDIUM   drama_narrative_viewing.synonyms["emotional movie watching"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   drama_narrative_viewing.synonyms["narrative movie watching"] (w=0.1, score=90) → movie_viewing.synonym["movie watching"]
MEDIUM   imagenet_image_viewing.synonyms["naturalistic imagenet viewing"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   imagenet_image_viewing.synonyms["imagenet perception task"] (w=0.1, score=90) → perception_general.synonym["percept"]
MEDIUM   movie_viewing_variant_007.synonyms["james bond movie viewing"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   movie_viewing_variant_007.synonyms["naturalistic viewing 007"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   movie_viewing_variant_007.synonyms["movie viewing task 007"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   movie_viewing_variant_007.synonyms["007 naturalistic viewing"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   movie_viewing_variant_007.synonyms["naturalistic movie viewing 007"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   movie_viewing_variant_007.synonyms["naturalistic movie viewing 007"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   movie_viewing_variant_007.synonyms["movie watching variant 007"] (w=0.1, score=90) → movie_viewing.synonym["movie watching"]
MEDIUM   movie_viewing_variant_008.synonyms["movie viewing variant 8"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   movie_viewing_variant_008.synonyms["naturalistic movie viewing 008"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   movie_viewing_variant_008.synonyms["naturalistic movie viewing 008"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   movie_viewing_variant_008.synonyms["naturalistic movie watching 008"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   movie_viewing_variant_008.synonyms["movie watching variant 008"] (w=0.1, score=90) → movie_viewing.synonym["movie watching"]
MEDIUM   movie_viewing_variant_008.synonyms["movie watching variant 8"] (w=0.1, score=90) → movie_viewing.synonym["movie watching"]
MEDIUM   movie_viewing_variant_008.synonyms["naturalistic movie watching 008"] (w=0.1, score=90) → movie_viewing.synonym["movie watching"]
MEDIUM   movie_viewing_variant_009.synonyms["naturalistic movie viewing 009"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   movie_viewing_variant_009.synonyms["naturalistic movie viewing 009"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   movie_viewing_variant_009.synonyms["passive movie viewing 009"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   movie_viewing_variant_009.synonyms["naturalistic viewing 009"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   movie_viewing_variant_009.synonyms["movie watching variant 009"] (w=0.1, score=90) → movie_viewing.synonym["movie watching"]
MEDIUM   movie_viewing_variant_1.synonyms["naturalistic movie viewing 1"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   movie_viewing_variant_1.synonyms["naturalistic movie viewing 1"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   movie_viewing_variant_1.synonyms["naturalistic viewing 1"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   movie_viewing_variant_1.synonyms["naturalistic viewing 1"] (w=0.1, score=90) → naturalistic_passive_viewing.label["naturalistic passive viewing"]
MEDIUM   movie_viewing_variant_1.synonyms["naturalistic viewing 1"] (w=0.1, score=90) → naturalistic_kandinsky_viewing.label["naturalistic kandinsky viewing"]
MEDIUM   movie_viewing_variant_1.synonyms["naturalistic viewing 1"] (w=0.1, score=90) → naturalistic_rorschach_viewing.label["naturalistic rorschach viewing"]
MEDIUM   movie_viewing_variant_1.synonyms["naturalistic viewing 1"] (w=0.1, score=90) → naturalistic_seti_viewing.label["naturalistic seti viewing"]
MEDIUM   movie_viewing_variant_1.synonyms["naturalistic viewing 1"] (w=0.1, score=90) → naturalistic_tunnel_viewing.label["naturalistic tunnel viewing"]
MEDIUM   movie_viewing_variant_1.synonyms["passive movie viewing 1"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   movie_viewing_variant_1.synonyms["naturalistic viewing 1"] (w=0.1, score=90) → movie_viewing.synonym["naturalistic movie viewing"]
MEDIUM   movie_viewing_variant_2.synonyms["naturalistic movie viewing 2"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   movie_viewing_variant_2.synonyms["naturalistic movie viewing 2"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   movie_viewing_variant_2.synonyms["naturalistic movie 2"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   movie_viewing_variant_2.synonyms["passive movie viewing 2"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   movie_viewing_variant_2.synonyms["naturalistic viewing 2"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   movie_viewing_variant_2.synonyms["naturalistic viewing 2"] (w=0.1, score=90) → naturalistic_passive_viewing.label["naturalistic passive viewing"]
MEDIUM   movie_viewing_variant_2.synonyms["naturalistic viewing 2"] (w=0.1, score=90) → naturalistic_kandinsky_viewing.label["naturalistic kandinsky viewing"]
MEDIUM   movie_viewing_variant_2.synonyms["naturalistic viewing 2"] (w=0.1, score=90) → naturalistic_rorschach_viewing.label["naturalistic rorschach viewing"]
MEDIUM   movie_viewing_variant_2.synonyms["naturalistic viewing 2"] (w=0.1, score=90) → naturalistic_seti_viewing.label["naturalistic seti viewing"]
MEDIUM   movie_viewing_variant_2.synonyms["naturalistic viewing 2"] (w=0.1, score=90) → naturalistic_tunnel_viewing.label["naturalistic tunnel viewing"]
MEDIUM   movie_viewing_variant_2.synonyms["naturalistic film viewing 2"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   movie_viewing_variant_2.synonyms["naturalistic viewing 2"] (w=0.1, score=90) → movie_viewing.synonym["naturalistic movie viewing"]
MEDIUM   mscoco_image_viewing.synonyms["COCO picture viewing"] (w=0.1, score=90) → food_picture_viewing.label["food picture viewing"]
MEDIUM   manga_viewing.synonyms["naturalistic manga reading"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   manga_viewing.synonyms["naturalistic manga viewing"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   merlin_audio_listening.synonyms["naturalistic Merlin listening"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   merlin_audio_listening.synonyms["Merlin naturalistic audio"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   merlin_audio_listening.synonyms["Merlin audio description"] (w=0.1, score=90) → electrical_stimulation.synonym["des"]
MEDIUM   movie_memory.synonyms["movie memory task"] (w=0.1, score=90) → memory.label["memory"]
MEDIUM   movie_memory.synonyms["film memory task"] (w=0.1, score=90) → memory.label["memory"]
MEDIUM   movie_memory.synonyms["naturalistic movie recall"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   movie_memory.synonyms["movie content memory"] (w=0.1, score=90) → memory.label["memory"]
MEDIUM   movie_memory.synonyms["movie-based memory test"] (w=0.1, score=90) → memory.label["memory"]
MEDIUM   movie_memory.synonyms["video memory task"] (w=0.1, score=90) → memory.label["memory"]
MEDIUM   movie_memory.synonyms["movie recall"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   movie_memory.synonyms["film recall"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   movie_memory.synonyms["movie free recall"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   movie_memory.synonyms["film free recall"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   movie_memory.synonyms["video recall"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   movie_memory.synonyms["movie-clip recall"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   movie_memory.synonyms["movie clip recall"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   movie_memory.synonyms["post-movie recall"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   music_listening.synonyms["musical listening"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   music_listening.synonyms["music perception task"] (w=0.1, score=90) → perception_general.synonym["percept"]
MEDIUM   music_listening.synonyms["musical stimulation"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   naturalistic_passive_viewing.synonyms["naturalistic movie viewing"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_passive_viewing.synonyms["naturalistic movie viewing"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   naturalistic_passive_viewing.synonyms["passive movie viewing"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   naturalistic_passive_viewing.synonyms["naturalistic video viewing"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_passive_viewing.synonyms["naturalistic movie watching"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_passive_viewing.synonyms["naturalistic free viewing"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_passive_viewing.synonyms["naturalistic movie task"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_passive_viewing.synonyms["naturalistic viewing task"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_passive_viewing.synonyms["naturalistic movie watching"] (w=0.1, score=90) → movie_viewing.synonym["movie watching"]
MEDIUM   naturalistic_passive_viewing.synonyms["passive movie watching"] (w=0.1, score=90) → movie_viewing.synonym["movie watching"]
MEDIUM   naturalistic_passive_viewing.synonyms["movie watching paradigm"] (w=0.1, score=90) → movie_viewing.synonym["movie watching"]
MEDIUM   naturalistic_passive_viewing.synonyms["movie-watching paradigm"] (w=0.1, score=90) → movie_viewing.synonym["movie-watching"]
MEDIUM   naturalistic_passive_viewing.synonyms["passive movie-watching"] (w=0.1, score=90) → movie_viewing.synonym["movie-watching"]
MEDIUM   passive_listening_natural_speech.synonyms["naturalistic speech listening"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   passive_listening_natural_speech.synonyms["passive spoken narrative listening"] (w=0.1, score=90) → narrative_listening.label["narrative listening"]
MEDIUM   passive_listening_natural_speech.synonyms["naturalistic auditory stimulation"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   movie_viewing_raiders.synonyms["Raiders of the Lost Ark movie viewing"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   movie_viewing_raiders.synonyms["Raiders movie viewing"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   movie_viewing_raiders.synonyms["naturalistic movie viewing Raiders"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   movie_viewing_raiders.synonyms["naturalistic movie viewing Raiders"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   movie_viewing_raiders.synonyms["naturalistic Raiders"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   movie_viewing_raiders.synonyms["Indiana Jones movie viewing"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   movie_viewing_raiders.synonyms["Raiders of the Lost Ark movie watching"] (w=0.1, score=90) → movie_viewing.synonym["movie watching"]
MEDIUM   movie_viewing_raiders.synonyms["Raiders movie watching"] (w=0.1, score=90) → movie_viewing.synonym["movie watching"]
MEDIUM   movie_viewing_raiders.synonyms["Raiders stimulus"] (w=0.1, score=90) → transitive_inference_task.synonym["ti"]
MEDIUM   movie_viewing_raiders.synonyms["Raiders stimulus"] (w=0.1, score=90) → emotion_processing_regulation.synonym["er"]
MEDIUM   movie_viewing_raiders.synonyms["Raiders dataset"] (w=0.1, score=90) → emotion_processing_regulation.synonym["er"]
MEDIUM   movie_viewing_raiders.synonyms["Raiders fMRI"] (w=0.1, score=90) → emotion_processing_regulation.synonym["er"]
MEDIUM   movie_viewing_raiders.synonyms["Indiana Jones movie watching"] (w=0.1, score=90) → movie_viewing.synonym["movie watching"]
MEDIUM   movie_viewing_raiders.synonyms["Raiders task"] (w=0.1, score=90) → emotion_processing_regulation.synonym["er"]
MEDIUM   movie_viewing_raiders.synonyms["Raiders paradigm"] (w=0.1, score=90) → emotion_processing_regulation.synonym["er"]
MEDIUM   movie_viewing_raiders.synonyms["ROTLA stimulus"] (w=0.1, score=90) → transitive_inference_task.synonym["ti"]
MEDIUM   silent_movie_viewing.synonyms["visual-only movie viewing"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   silent_movie_viewing.synonyms["no-audio movie viewing"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   silent_movie_viewing.synonyms["soundless movie viewing"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   silent_movie_viewing.synonyms["movie viewing without audio"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   silent_movie_viewing.synonyms["movie viewing without sound"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   silent_movie_viewing.synonyms["silent movie watching"] (w=0.1, score=90) → movie_viewing.synonym["movie watching"]
MEDIUM   silent_movie_viewing.synonyms["passive silent movie watching"] (w=0.1, score=90) → movie_viewing.synonym["movie watching"]
MEDIUM   naturalistic_animal_behavior_viewing.synonyms["naturalistic animal movies"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_animal_behavior_viewing.synonyms["naturalistic animal clips"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_animal_behavior_viewing.synonyms["ethological movie viewing"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   naturalistic_animal_behavior_viewing.synonyms["naturalistic wildlife viewing"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_animal_behavior_viewing.synonyms["naturalistic animal observation"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_animal_behavior_viewing.synonyms["animal movie viewing"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   body_video_viewing_b.synonyms["body motion observation"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   body_video_viewing_e.synonyms["body motion viewing E"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   buck_natural_language_listening.synonyms["naturalistic story listening (Buck)"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   buck_natural_language_listening.synonyms["Buck narrative"] (w=0.1, score=90) → transitive_inference_task.synonym["ti"]
MEDIUM   budapest_movie_viewing_1r.synonyms["Budapest naturalistic viewing 1R"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   budapest_movie_viewing_1r.synonyms["Budapest naturalistic viewing 1R"] (w=0.1, score=90) → movie_viewing.synonym["naturalistic viewing"]
MEDIUM   budapest_movie_viewing_3r.synonyms["Budapest 3R naturalistic viewing"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   budapest_movie_viewing_3r.synonyms["Budapest 3R naturalistic paradigm"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   budapest_movie_viewing_3r.synonyms["naturalistic viewing Budapest 3R"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   budapest_movie_viewing_3r.synonyms["Budapest 3R naturalistic viewing"] (w=0.1, score=90) → movie_viewing.synonym["naturalistic viewing"]
MEDIUM   budapest_movie_viewing_3r.synonyms["Budapest 3R naturalistic paradigm"] (w=0.1, score=90) → naturalistic.synonym["naturalistic paradigm"]
MEDIUM   budapest_movie_viewing_3r.synonyms["naturalistic viewing Budapest 3R"] (w=0.1, score=90) → movie_viewing.synonym["naturalistic viewing"]
MEDIUM   budapest_movie_viewing_5r.synonyms["Budapest 5R naturalistic viewing"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   budapest_movie_viewing_5r.synonyms["Naturalistic viewing Budapest 5R"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   budapest_movie_viewing_5r.synonyms["Budapest 5R naturalistic viewing"] (w=0.1, score=90) → movie_viewing.synonym["naturalistic viewing"]
MEDIUM   budapest_movie_viewing_5r.synonyms["Naturalistic viewing Budapest 5R"] (w=0.1, score=90) → movie_viewing.synonym["naturalistic viewing"]
MEDIUM   classical_music_listening.synonyms["passive classical music listening"] (w=0.1, score=90) → music_listening.label["music listening"]
MEDIUM   classical_music_listening.synonyms["classical music listening task"] (w=0.1, score=90) → music_listening.label["music listening"]
MEDIUM   classical_music_listening.synonyms["classical music listening condition"] (w=0.1, score=90) → music_listening.label["music listening"]
MEDIUM   classical_music_listening.synonyms["classical music perception"] (w=0.1, score=90) → perception_general.synonym["percept"]
MEDIUM   classical_music_listening.synonyms["classical music task"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   classical_music_listening.synonyms["classical music exposure"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   classical_music_listening.synonyms["classical music audition"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   classical_music_listening.synonyms["classical music stimuli"] (w=0.1, score=90) → conditional_visual_associative_learning.synonym["cal"]
MEDIUM   the_crown_viewing.synonyms["The Crown naturalistic viewing"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   the_crown_viewing.synonyms["naturalistic viewing of The Crown"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   the_crown_viewing.synonyms["The Crown naturalistic viewing"] (w=0.1, score=90) → movie_viewing.synonym["naturalistic viewing"]
MEDIUM   the_crown_viewing.synonyms["naturalistic viewing of The Crown"] (w=0.1, score=90) → movie_viewing.synonym["naturalistic viewing"]
MEDIUM   dance_video_viewing.synonyms["observing dance"] (w=0.1, score=90) → emotion_processing_regulation.synonym["er"]
MEDIUM   darkend_auditory_narrative_listening_1.synonyms["Darkened narrative listening part 1"] (w=1.0, score=90) → narrative_listening.label["narrative listening"]
MEDIUM   darkend_auditory_narrative_listening_1.synonyms["Darkend story listening part 1"] (w=1.0, score=90) → darkend_auditory_narrative_listening_2.synonym["darkend listening part 2"]
MEDIUM   darkend_auditory_narrative_listening_1.synonyms["spoken Darkend narrative part 1"] (w=1.0, score=90) → darkend_auditory_narrative_listening_2.synonym["darkend narrative part 2"]
MEDIUM   darkend_auditory_narrative_listening_2.synonyms["Darkend listening part 2"] (w=1.0, score=90) → darkend_auditory_narrative_listening_1.synonym["darkend story listening part 1"]
MEDIUM   darkend_auditory_narrative_listening_2.synonyms["Darkend narrative part 2"] (w=1.0, score=90) → darkend_auditory_narrative_listening_1.synonym["spoken darkend narrative part 1"]
MEDIUM   marketing_video_comparison.synonyms["naturalistic ad viewing task"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   affective_music_listening.synonyms["emotional music listening"] (w=0.1, score=90) → music_listening.label["music listening"]
MEDIUM   affective_music_listening.synonyms["emotional music listening task"] (w=0.1, score=90) → music_listening.label["music listening"]
MEDIUM   affective_music_listening.synonyms["affective music listening task"] (w=0.1, score=90) → music_listening.label["music listening"]
MEDIUM   affective_music_listening.synonyms["music emotion induction"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   affective_music_listening.synonyms["emotional music paradigm"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   affective_music_listening.synonyms["emotional music exposure"] (w=0.1, score=90) → multiple_object_monitoring.synonym["mot"]
MEDIUM   inscapes_viewing.synonyms["HBN naturalistic viewing"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   inscapes_viewing.synonyms["Inscape movie viewing"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   inscapes_viewing.synonyms["abstract movie viewing"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   laluna_movie_viewing.synonyms["La Luna naturalistic paradigm"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   laluna_movie_viewing.synonyms["La Luna naturalistic stimulus"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   laluna_movie_viewing.synonyms["La Luna stimulus"] (w=0.1, score=90) → transitive_inference_task.synonym["ti"]
MEDIUM   laluna_movie_viewing.synonyms["laluna stimulus"] (w=0.1, score=90) → transitive_inference_task.synonym["ti"]
MEDIUM   laluna_movie_viewing.synonyms["La Luna movie-watching"] (w=0.1, score=90) → movie_viewing.synonym["movie-watching"]
MEDIUM   laluna_movie_viewing.synonyms["La Luna movie watching"] (w=0.1, score=90) → movie_viewing.synonym["movie watching"]
MEDIUM   laluna_movie_viewing.synonyms["La Luna short film"] (w=0.1, score=90) → object_memory_task.synonym["ort"]
MEDIUM   naturalistic_dialogue_monologue_long.synonyms["naturalistic movie watching"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_dialogue_monologue_long.synonyms["naturalistic movie-watching"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_dialogue_monologue_long.synonyms["naturalistic video viewing"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_dialogue_monologue_long.synonyms["naturalistic narrative paradigm"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_dialogue_monologue_long.synonyms["naturalistic dialogue task"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_dialogue_monologue_long.synonyms["naturalistic monologue task"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_dialogue_monologue_long.synonyms["long-duration movie viewing"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   naturalistic_dialogue_monologue_long.synonyms["long duration movie viewing"] (w=0.1, score=90) → movie_viewing.label["movie viewing"]
MEDIUM   naturalistic_dialogue_monologue_long.synonyms["naturalistic film viewing"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_dialogue_monologue_long.synonyms["naturalistic movie watching"] (w=0.1, score=90) → movie_viewing.synonym["movie watching"]
MEDIUM   naturalistic_dialogue_monologue_long.synonyms["naturalistic movie-watching"] (w=0.1, score=90) → movie_viewing.synonym["movie-watching"]
MEDIUM   naturalistic_dialogue_monologue_long.synonyms["movie watching paradigm"] (w=0.1, score=90) → movie_viewing.synonym["movie watching"]
MEDIUM   naturalistic_dialogue_monologue_long.synonyms["movie-watching paradigm"] (w=0.1, score=90) → movie_viewing.synonym["movie-watching"]
MEDIUM   naturalistic_dialogue_monologue_short.synonyms["naturalistic speech clip"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_dialogue_monologue_short.synonyms["naturalistic speech video"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_dialogue_monologue_short.synonyms["naturalistic conversation clip"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_dialogue_monologue_short.synonyms["naturalistic conversation video"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_dialogue_monologue_short.synonyms["naturalistic movie clip task"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_dialogue_monologue_short.synonyms["naturalistic dialogue paradigm"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_dialogue_monologue_short.synonyms["naturalistic monologue paradigm"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_dialogue_monologue_short.synonyms["short naturalistic video"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_dialogue_monologue_short.synonyms["brief naturalistic video"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   naturalistic_dialogue_monologue_short.synonyms["short dialogue clip"] (w=0.1, score=90) → object_memory_task.synonym["ort"]
MEDIUM   naturalistic_dialogue_monologue_short.synonyms["short monologue clip"] (w=0.1, score=90) → object_memory_task.synonym["ort"]
MEDIUM   naturalistic_dialogue_monologue_short.synonyms["short narrative video"] (w=0.1, score=90) → object_memory_task.synonym["ort"]
MEDIUM   naturalistic_dialogue_monologue_short.synonyms["short movie clip viewing"] (w=0.1, score=90) → object_memory_task.synonym["ort"]
MEDIUM   naturalistic_dialogue_monologue_short.synonyms["short spoken narrative"] (w=0.1, score=90) → object_memory_task.synonym["ort"]
MEDIUM   naturalistic_dialogue_monologue_short.synonyms["short naturalistic video"] (w=0.1, score=90) → object_memory_task.synonym["ort"]
MEDIUM   le_petit_prince_chinese_listening.synonyms["naturalistic Chinese listening"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   le_petit_prince_chinese_listening.synonyms["naturalistic Mandarin speech"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   le_petit_prince_english_listening.synonyms["naturalistic English listening"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   le_petit_prince_cantonese_listening.synonyms["Siu Wong Zi"] (w=0.1, score=90) → imagined_speech.synonym["si"]
MEDIUM   magic_trick_viewing.synonyms["magic memory and curiosity task"] (w=0.1, score=90) → memory.label["memory"]
MEDIUM   the_mentalist_viewing.synonyms["naturalistic mentalist viewing"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
MEDIUM   the_mentalist_viewing.synonyms["The Mentalist naturalistic viewing"] (w=0.1, score=90) → naturalistic.label["naturalistic"]
